ASV.ID,kingdom,phylum,class,order,family,genus,species
ASV227,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_eubacterium
ASV228,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Prolixibacter,uncultured_bacterium
ASV230,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,uncultured,uncultured_Bacteroidetes
ASV231,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,uncultured_bacterium
ASV232,Bacteria,Planctomycetota,vadinHA49,vadinHA49,vadinHA49,vadinHA49,uncultured_bacterium
ASV233,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Robiginitalea,uncultured_bacterium
ASV234,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,uncultured_Verrucomicrobia
ASV235,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parasphingopyxis,uncultured_bacterium
ASV236,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,uncultured,uncultured_bacterium
ASV237,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,uncultured_bacterium
ASV238,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,uncultured_bacterium
ASV239,Bacteria,Verrucomicrobiota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,R76-B128,uncultured_Kiritimatiellaeota
ASV240,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade,SAR86_clade,uncultured_bacterium
ASV241,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,uncultured,uncultured_marine
ASV242,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Bacteroidetes_bacterium
ASV243,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Neptuniibacter,uncultured_bacterium
ASV244,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,uncultured_Bacteroidetes
ASV245,Bacteria,Proteobacteria,Gammaproteobacteria,pItb-vmat-80,pItb-vmat-80,pItb-vmat-80,uncultured_gamma
ASV246,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Marinifilum,Ancylomarina_subtilis
ASV247,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,Bacteroidetes_BD2-2,uncultured_bacterium
ASV248,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,uncultured,Clostridium_sp.
ASV249,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,Fusibacter,Acidaminobacter_sp.
ASV250,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,Fusibacter,uncultured_bacterium
ASV251,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aliiroseovarius,uncultured_bacterium
ASV252,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Croceitalea,uncultured_bacterium
ASV253,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,uncultured_bacterium
ASV254,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,Dadabacteriales,Dadabacteriales,uncultured_organism
ASV256,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Roseimarinus,Prolixibacteraceae_bacterium
ASV257,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Caldora_VP642b,uncultured_Leptolyngbya
ASV258,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,uncultured_Verrucomicrobiae
ASV259,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_bacterium
ASV260,Bacteria,Proteobacteria,Gammaproteobacteria,BD72BR169,BD72BR169,BD72BR169,uncultured_bacterium
ASV261,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Seonamhaeicola,uncultured_bacterium
ASV262,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvivirga,uncultured_bacterium
ASV263,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,uncultured,uncultured_bacterium
ASV264,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,uncultured,uncultured_bacterium
ASV265,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,uncultured,uncultured_bacterium
ASV266,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Synechococcales_Incertae_Sedis,Schizothrix_LEGE_07164,uncultured_bacterium
ASV267,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,uncultured,uncultured_Cytophaga
ASV268,Bacteria,Acidobacteriota,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae,Acanthopleuribacter,uncultured_bacterium
ASV269,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Microscilla,uncultured_Microscilla
ASV270,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae,Muricauda_sp.
ASV271,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,Aminicenantales,Aminicenantales,uncultured_delta
ASV272,Bacteria,Firmicutes,Bacilli,Izemoplasmatales,Izemoplasmataceae,Izimaplasma,uncultured_bacterium
ASV273,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,delta_proteobacterium
ASV274,Bacteria,Firmicutes,Bacilli,Izemoplasmatales,Izemoplasmataceae,Izimaplasma,Candidatus_Izimaplasma
ASV275,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Neptuniibacter,uncultured_bacterium
ASV276,Bacteria,Bacteroidota,Bacteroidia,uncultured,uncultured,uncultured,uncultured_bacterium
ASV278,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,endosymbionts,uncultured_bacterium
ASV279,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,hydrothermal_vent
ASV280,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,uncultured_marine
ASV281,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Desertifilaceae,Roseofilum_AO1-A,uncultured_bacterium
ASV282,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Seonamhaeicola,uncultured_bacterium
ASV283,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,uncultured_Flavobacteriales
ASV284,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,Dadabacteriales,Dadabacteriales,uncultured_bacterium
ASV285,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,uncultured,uncultured,uncultured_bacterium
ASV286,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,Rubritalea_sp.
ASV288,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,uncultured_bacterium
ASV289,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,LK-44f,LK-44f,uncultured_gamma
ASV291,Bacteria,Dependentiae,Babeliae,Babeliales,uncultured,uncultured,uncultured_bacterium
ASV292,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,uncultured,uncultured,uncultured_organism
ASV294,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,uncultured_bacterium
ASV295,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,UBA10353_marine_group,UBA10353_marine_group,uncultured_deep-sea
ASV296,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,uncultured,uncultured_bacterium
ASV297,Bacteria,Firmicutes,Bacilli,Izemoplasmatales,Izemoplasmatales,Izemoplasmatales,uncultured_bacterium
ASV298,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,uncultured,uncultured_bacterium
ASV299,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,uncultured_bacterium
ASV300,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrionaceae,uncultured_bacterium
ASV301,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,uncultured_bacterium
ASV302,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Spongiivirga,Formosa_sp.
ASV303,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,BD7-8,BD7-8,uncultured_bacterium
ASV304,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Desertifilaceae,Hormoscilla_SI04-45,uncultured_bacterium
ASV305,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,uncultured_Bacteroidetes
ASV306,Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,uncultured,uncultured_bacterium
ASV307,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Perspicuibacter,uncultured_bacterium
ASV308,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,uncultured,uncultured_bacterium
ASV309,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Rubidimonas,uncultured_bacterium
ASV311,Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),uncultured_bacterium
ASV312,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,Pibocella_sp.
ASV313,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,uncultured,Cladosiphon_okamuranus
ASV314,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,uncultured,uncultured_bacterium
ASV315,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella,uncultured_bacterium
ASV316,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured_bacterium
ASV317,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,uncultured,Tenacibaculum_sp.
ASV318,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,OCS116_clade,OCS116_clade,uncultured_bacterium
ASV319,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_bacterium
ASV320,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,uncultured_bacterium
ASV321,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta,Pleomorphochaeta_naphthae
ASV322,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2,uncultured_bacterium
ASV323,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,spirochete_endosymbiont
ASV324,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulforhopalus,uncultured_delta
ASV325,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Halodesulfovibrio,uncultured_bacterium
ASV326,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Paenicardinium,Candidatus_Cardinium
ASV327,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus,microbial_mat
ASV328,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,uncultured_marine
ASV329,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,uncultured,marine_metagenome
ASV330,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,uncultured_Flavobacteriaceae
ASV331,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,uncultured_bacterium
ASV332,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,metagenome
ASV333,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,uncultured_delta
ASV334,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,uncultured,uncultured_bacterium
ASV335,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Acrophormium_PCC-7375,Leptolyngbya_sp.
ASV336,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured_Bacteroidetes/Chlorobi
ASV337,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,uncultured_bacterium
ASV338,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maritimimonas,Maritimimonas_rapanae
ASV339,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Marinicella,gamma_proteobacterium
ASV340,Bacteria,Firmicutes,Bacilli,Izemoplasmatales,Izemoplasmataceae,Izimaplasma,uncultured_organism
ASV341,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Flavobacteriaceae_bacterium
ASV342,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,uncultured,uncultured,uncultured_bacterium
ASV343,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,uncultured_bacterium
ASV344,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,uncultured_Bacteroidetes/Chlorobi
ASV345,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera,uncultured_beta
ASV346,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,MBIC10086,Pseudanabaena_cf.
ASV347,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Synechococcales_Incertae_Sedis,Schizothrix_LEGE_07164,uncultured_cyanobacterium
ASV348,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_bacterium
ASV349,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,uncultured,uncultured_bacterium
ASV350,Bacteria,Proteobacteria,Magnetococcia,Magnetococcales,Magnetococcaceae,Magnetococcus,uncultured_bacterium
ASV351,Bacteria,Planctomycetota,Phycisphaerae,S-70,S-70,S-70,uncultured_bacterium
ASV352,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Pleurocapsa_PCC-7319,uncultured_bacterium
ASV354,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium_maltaromaticum
ASV355,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea_crassostreae
ASV356,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algibacter,uncultured_bacterium
ASV357,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Stappiaceae,uncultured_Alphaproteobacteria
ASV358,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter_marinivivus
ASV359,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,uncultured,uncultured_bacterium
ASV360,Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peribacteria,Candidatus_Peribacteria,Candidatus_Peribacteria,uncultured_organism
ASV361,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,uncultured_bacterium
ASV363,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algitalea,uncultured_bacterium
ASV364,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_Sphingobacterium
ASV365,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,C1-B045,Cladosiphon_okamuranus
ASV366,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,uncultured_bacterium
ASV367,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,uncultured,uncultured_Desulfosarcina
ASV368,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halieaceae,uncultured_bacterium
ASV369,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Neptuniibacter,Neptuniibacter_halophilus
ASV370,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Agaribacterium,uncultured_bacterium
ASV371,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,uncultured_bacterium
ASV372,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Aestuariicella,uncultured_bacterium
ASV373,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,uncultured_Bacteroidetes
ASV374,Bacteria,Bacteroidota,Bacteroidia,Bacteroidetes_VC2.1_Bac22,Bacteroidetes_VC2.1_Bac22,Bacteroidetes_VC2.1_Bac22,uncultured_organism
ASV375,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Perspicuibacter,Perspicuibacter_marinus
ASV376,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Dokdonia,uncultured_bacterium
ASV377,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,Rubritalea_marina
ASV378,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,uncultured_bacterium
ASV380,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Croceitalea,Croceitalea_sp.
ASV381,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,SAR116_clade,uncultured_Oceanibaculum
ASV382,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,uncultured_Flavobacterium
ASV383,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,PB19,PB19,uncultured_bacterium
ASV384,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_agarilytica
ASV385,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,uncultured,uncultured_bacterium
ASV386,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna,uncultured_bacterium
ASV387,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,uncultured,uncultured_bacterium
ASV388,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,Candidatus_Thioglobus
ASV389,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria_halocynthiae
ASV390,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maritimimonas,uncultured_marine
ASV391,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Rubidimonas,uncultured_Saprospiraceae
ASV392,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,Oleiphilus_sp.
ASV393,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella,uncultured_bacterium
ASV394,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,uncultured,uncultured_delta
ASV395,Bacteria,Planctomycetota,BD7-11,BD7-11,BD7-11,BD7-11,uncultured_Planctomycetia
ASV396,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,uncultured_bacterium_marine
ASV397,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,Lutimonas_saemankumensis
ASV398,Bacteria,Fibrobacterota,Chitinivibrionia,Chitinivibrionales,Chitinivibrionaceae,possible_genus_03,uncultured_bacterium
ASV399,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,Bacteroidetes_bacterium
ASV400,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,uncultured_bacterium
ASV401,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Kordia,Kordia_sp.
ASV402,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Marinicella,uncultured_bacterium
ASV403,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Ferrimonas,Ferrimonas_sp.
ASV404,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flagellimonas,uncultured_bacterium
ASV405,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_Bacteroidetes
ASV406,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,uncultured_bacterium
ASV407,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8,MSBL8,uncultured_bacterium
ASV408,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,uncultured,uncultured_bacterium
ASV409,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Agaribacter,Agaribacter_marinus
ASV410,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,uncultured_bacterium
ASV412,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,uncultured,uncultured_gamma
ASV413,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfopila,uncultured_bacterium
ASV414,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Marinifilum,uncultured_bacterium
ASV415,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,uncultured_gamma
ASV416,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Neptunomonas,Neptunomonas_sp.
ASV417,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,EC94,EC94,uncultured_bacterium
ASV418,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,uncultured_bacterium
ASV419,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Spongiibacterium,uncultured_bacterium
ASV420,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Denitrovibrio,bioreactor_metagenome
ASV421,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,uncultured,uncultured,uncultured_Sphingobacteriales
ASV422,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,uncultured_bacterium
ASV423,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Formosa,uncultured_Flavobacterium
ASV424,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,uncultured_marine
ASV425,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured_bacterium
ASV426,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Denitrovibrio,uncultured_bacterium
ASV427,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,Erythrobacter_longus
ASV428,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Wenyingzhuangia,uncultured_bacterium
ASV429,Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,HOC36,HOC36,uncultured_sediment
ASV430,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Desertifilaceae,Hormoscilla_SI04-45,Hormoscilla_spongeliae
ASV431,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,Roseibacillus_ponti
ASV432,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured_sediment
ASV433,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfococcaceae,uncultured_bacterium
ASV434,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,uncultured_Rubritalea
ASV435,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadia,Desulfuromonadaceae,Desulfuromonas,uncultured_bacterium
ASV436,Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,HOC36,HOC36,marine_metagenome
ASV437,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flagellimonas,Flavobacteriaceae_bacterium
ASV438,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gilvibacter,uncultured_bacterium
ASV439,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Draconibacterium,uncultured_bacterium
ASV440,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,UBA10353_marine_group,UBA10353_marine_group,uncultured_bacterium
ASV441,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,uncultured_organism
ASV442,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,uncultured_bacterium
ASV443,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Rs-M59_termite_group,Rs-M59_termite_group,uncultured_bacterium
ASV444,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zeaxanthinibacter,uncultured_bacterium
ASV445,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured_bacterium
ASV446,Bacteria,Cyanobacteria,Vampirivibrionia,Vampirovibrionales,uncultured,uncultured,uncultured_bacterium
ASV447,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfonema,uncultured_bacterium
ASV448,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rubripirellula,uncultured_bacterium
