"","kingdom","phylum","class","order","family","genus","species"
"ASV964","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","uncultured","uncultured_bacterium"
"ASV43","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus","uncultured_bacterium"
"ASV159","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","uncultured","uncultured_organism"
"ASV430","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Desertifilaceae","Hormoscilla_SI04-45","Hormoscilla_spongeliae"
"ASV922","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Sedimenticolaceae","Sedimenticola","uncultured_bacterium"
"ASV596","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Phormidesmiaceae","Phormidesmis_ANT.LACV5.1","uncultured_bacterium"
"ASV435","Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadia","Desulfuromonadaceae","Desulfuromonas","uncultured_bacterium"
"ASV805","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","uncultured","uncultured_bacterium"
"ASV943","Bacteria","Bacteroidota","Rhodothermia","Rhodothermales","Rhodothermaceae","uncultured","uncultured_Bacteroidales"
"ASV908","Bacteria","Gemmatimonadota","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","uncultured_marine"
"ASV722","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","uncultured_Bacteroidetes"
"ASV148","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea","uncultured_bacterium"
"ASV577","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","uncultured","uncultured_gamma"
"ASV304","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Desertifilaceae","Hormoscilla_SI04-45","uncultured_bacterium"
"ASV576","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","uncultured","uncultured_actinobacterium"
"ASV327","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus","microbial_mat"
"ASV632","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter","uncultured_bacterium"
"ASV275","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","uncultured_bacterium"
"ASV571","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","Candidatus_Fritschea","Candidatus_Syngnamydia"
"ASV920","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","uncultured_bacterium"
"ASV868","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella","uncultured_Flexibacteraceae"
"ASV384","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella","Lewinella_agarilytica"
"ASV849","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_marine"
"ASV752","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","uncultured","uncultured_bacterium"
"ASV214","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina","uncultured_bacterium"
"ASV489","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Labilibacter","uncultured_Bacteroidetes"
"ASV687","Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Thioalkalispiraceae","Thiohalophilus","sulfur-oxidizing_bacterium"
"ASV519","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured","uncultured_bacterium"
"ASV142","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group","uncultured_organism"
"ASV399","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella","Bacteroidetes_bacterium"
"ASV482","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Spongiimicrobium","Spongiimicrobium_salis"
"ASV129","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured","uncultured_bacterium"
"ASV328","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus","uncultured_marine"
"ASV662","Bacteria","Deinococcota","Deinococci","Deinococcales","Trueperaceae","Truepera","uncultured_bacterium"
"ASV203","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus","uncultured_bacterium"
"ASV592","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Parahaliea","uncultured_bacterium"
"ASV58","Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","uncultured_Alphaproteobacteria"
"ASV713","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aureisphaera","Aureisphaera_salina"
"ASV934","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","uncultured","uncultured","uncultured_bacterium"
"ASV690","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacterium","uncultured_bacterium"
"ASV6","Bacteria","uncultured","uncultured","uncultured","uncultured","uncultured","uncultured_bacterium"
"ASV325","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Halodesulfovibrio","uncultured_bacterium"
"ASV791","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","uncultured","uncultured_bacterium"
"ASV466","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Albimonas","uncultured_bacterium"
"ASV98","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Pleurocapsa_PCC-7319","Stanieria_sp."
"ASV640","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia","uncultured_marine"
"ASV829","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella","uncultured_Bacteroidetes"
"ASV61","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Algibacter","Algibacter_aquimarinus"
"ASV900","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","uncultured","uncultured_Fusobacterium"
"ASV313","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","uncultured","Cladosiphon_okamuranus"
"ASV456","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","uncultured_bacterium"
"ASV257","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Coleofasciculaceae","Caldora_VP642b","uncultured_Leptolyngbya"
"ASV1051","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","uncultured","Rhabdochlamydiaceae_bacterium"
"ASV505","Bacteria","Proteobacteria","Gammaproteobacteria","Piscirickettsiales","Piscirickettsiaceae","Candidatus_Endoecteinascidia","uncultured_gamma"
"ASV520","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Kistimonas","uncultured_bacterium"
"ASV234","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus","uncultured_Verrucomicrobia"
"ASV451","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Nodosilineaceae","MBIC10086","uncultured_bacterium"
"ASV839","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Campbellbacteria","Candidatus_Campbellbacteria","Candidatus_Campbellbacteria","marine_metagenome"
"ASV1042","Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","uncultured_Flavobacterium"
"ASV1110","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillaceae_bacterium"
"ASV479","Bacteria","Proteobacteria","Gammaproteobacteria","Beggiatoales","Beggiatoaceae","uncultured","uncultured_bacterium"
"ASV1048","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"ASV726","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","Sargassum_vachellianum"
"ASV13","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","Oceanispirochaeta_sediminicola"
"ASV158","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella","Winogradskyella_flava"
"ASV944","Bacteria","Cyanobacteria","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae","Obscuribacteraceae","uncultured_marine"
"ASV472","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella","Lewinella_sp."
"ASV166","Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","uncultured_bacterium"
"ASV977","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Nonlabens","uncultured_bacterium"
"ASV302","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Spongiivirga","Formosa_sp."
"ASV283","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4_marine_group","uncultured_Flavobacteriales"
"ASV1083","Bacteria","Bdellovibrionota","Oligoflexia","Silvanigrellales","Silvanigrellaceae","uncultured","uncultured_bacterium"
"ASV838","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","uncultured","uncultured","uncultured_bacterium"
"ASV609","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Photobacterium","Photobacterium_gaetbulicola"
"ASV170","Bacteria","Cloacimonadota","Cloacimonadia","Cloacimonadales","MSBL8","MSBL8","uncultured_bacterium"
"ASV64","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22","JGI_0000069-P22","uncultured_bacterium"
"ASV109","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus_MIT9313","uncultured_bacterium"
"ASV653","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","uncultured","uncultured_bacterium"
"ASV63","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio_salexigens"
"ASV298","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Deferribacteraceae","uncultured","uncultured_bacterium"
"ASV1107","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","BD2-3","BD2-3","uncultured_bacterium"
"ASV199","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","uncultured","uncultured_bacterium"
"ASV66","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","uncultured_bacterium"
"ASV157","Bacteria","Cyanobacteria","Vampirivibrionia","Caenarcaniphilales","Caenarcaniphilales","Caenarcaniphilales","uncultured_bacterium"
"ASV459","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Robiginitomaculum","uncultured_Alphaproteobacteria"
"ASV1045","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Kiloniella","Kiloniella_laminariae"
"ASV515","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured","uncultured_Sphingobacterium"
"ASV816","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","uncultured","uncultured","uncultured_bacterium"
"ASV607","Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","uncultured","filamentous_cyanobacterium"
"ASV1108","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","uncultured_organism"
"ASV1076","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured_Flammeovirgaceae"
"ASV4","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","Clade_Ia","uncultured_bacterium"
"ASV31","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Marichromatium","uncultured_bacterium"
"ASV942","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_hauense"
"ASV504","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured","uncultured_bacterium"
"ASV1089","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwelliaceae","Colwellia_sp."
"ASV135","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Pleurocapsa_PCC-7319","Pleurocapsa_minor"
